contentSize,gender,titleCount,wasShared,imageLevel,relevancy,videos,isWeekend,browser,readTime,channels
29702,Male,4,yes,noImage,no,low,yes,firefox,4.5,sports
117381,Male,4,no,noImage,yes,medium,no,firefox,6.2,sports
240027,Female,4,no,noImage,yes,high,no,edge,4,lifestyle
338740,Male,4,no,noImage,no,low,no,firefox,4,sports
28359,Female,5,no,noImage,yes,high,no,firefox,1,lifestyle
315026,Female,3,no,noImage,yes,high,no,firefox,4,lifestyle
314525,Male,2,no,noImage,yes,high,yes,firefox,4.5,business
173005,Male,3,yes,noImage,no,medium,no,firefox,5,sports
286750,Male,4,no,noImage,no,high,no,edge,4,sports
163985,Male,4,no,noImage,no,medium,no,firefox,2.4,sports
219318,Female,3,no,noImage,yes,high,no,firefox,3.5,sports
44121,Female,4,no,noImage,yes,high,yes,firefox,4,sports
103794,Female,5,no,noImage,yes,high,yes,firefox,3.5,entertainment
310632,Male,4,yes,noImage,no,high,no,edge,4,sports
153976,Male,4,yes,noImage,no,high,no,firefox,5.2,sports
174575,Male,4,no,noImage,yes,high,no,firefox,4.5,sports
82388,Male,6,no,high,no,high,no,firefox,4,entertainment
207253,Male,3,no,noImage,no,high,yes,firefox,4,sports
251951,Female,8,no,noImage,yes,high,no,firefox,2,lifestyle
746786,Male,4,yes,noImage,no,high,yes,firefox,5.5,sports
308296,Female,4,no,noImage,maybe,high,no,firefox,2,sports
101825,Female,5,yes,noImage,maybe,high,yes,firefox,4,sports
109009,Male,3,no,noImage,no,high,yes,firefox,4,sports
413363,Male,5,no,noImage,no,high,yes,firefox,4,sports
117751,Male,6,no,noImage,yes,high,yes,firefox,0.8,lifestyle
296326,Male,4,no,noImage,yes,high,yes,firefox,4,business
208358,Male,4,no,blurred,yes,high,yes,firefox,5.6,sports
120277,Male,4,no,noImage,yes,high,no,firefox,4,sports
193219,Female,2,no,noImage,yes,high,no,edge,3.5,sports
86399,Female,4,no,noImage,yes,high,no,firefox,3.8,sports
215251,Female,2,no,noImage,yes,low,yes,firefox,5,sports
124470,Male,7,no,noImage,no,high,no,firefox,6,entertainment
228649,Male,2,no,noImage,yes,high,yes,firefox,3.8,sports
386397,Male,5,no,noImage,no,medium,yes,firefox,6,entertainment
96798,Male,5,no,noImage,yes,medium,yes,firefox,3.5,sports
106707,Male,6,yes,noImage,no,high,yes,edge,2,lifestyle
159768,Male,3,no,blurred,yes,high,no,firefox,4,sports
139464,Female,5,no,noImage,yes,high,yes,firefox,3.6,sports
550848,Male,6,yes,noImage,no,low,yes,firefox,4,business
68505,Male,5,no,noImage,yes,high,yes,edge,3.7,sports
122215,Male,2,no,noImage,yes,high,no,edge,5.2,sports
159442,Female,3,no,noImage,yes,high,no,firefox,4,sports
80638,Male,4,no,noImage,no,high,yes,opera,3,sports
192390,Male,5,yes,noImage,no,high,no,firefox,4,sports
191324,Male,2,no,noImage,yes,high,no,firefox,2.5,sports
147284,Female,8,no,noImage,yes,high,no,firefox,1.4,lifestyle
73009,Male,2,no,noImage,yes,high,no,firefox,1.5,business
177858,Male,5,yes,noImage,yes,high,no,firefox,5.5,sports
163003,Female,4,no,noImage,yes,medium,yes,opera,4,sports
95551,Female,4,no,noImage,yes,low,no,firefox,3.6,sports
125298,Female,3,no,noImage,yes,high,no,firefox,5,sports
198186,Female,5,no,noImage,yes,high,no,edge,3.8,business
295949,Male,4,no,noImage,no,high,no,firefox,4,sports
182668,Male,4,no,noImage,no,high,yes,firefox,3.5,sports
124905,Male,3,no,noImage,no,high,no,firefox,3,sports
171635,Male,6,no,noImage,no,medium,yes,firefox,4,sports
376240,Male,2,no,noImage,yes,high,no,firefox,4.2,sports
157391,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
114357,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
178134,Female,4,yes,noImage,yes,high,yes,firefox,4,sports
207201,Male,3,yes,noImage,no,high,no,firefox,4,sports
124483,Male,4,yes,noImage,yes,medium,yes,opera,5,sports
102103,Female,6,no,noImage,yes,high,no,firefox,5,sports
92036,Male,4,yes,noImage,no,high,no,firefox,4,sports
236426,Female,6,no,noImage,yes,high,yes,firefox,5,news
400966,Female,2,no,noImage,yes,high,no,firefox,4,sports
404573,Female,4,no,noImage,yes,medium,no,firefox,4.4,sports
227571,Male,4,no,noImage,no,high,no,firefox,4,sports
145917,Female,2,no,noImage,yes,high,no,firefox,1.5,sports
190226,Male,4,no,noImage,yes,high,no,firefox,4,news
356555,Male,3,no,noImage,no,low,no,firefox,4.8,sports
66473,Male,3,no,noImage,yes,high,no,firefox,4,sports
172256,Male,4,no,noImage,no,high,no,firefox,2,lifestyle
118902,Male,7,yes,noImage,no,high,yes,firefox,0.6,lifestyle
163039,Male,3,no,noImage,yes,medium,yes,firefox,6,entertainment
89559,Female,4,no,noImage,yes,high,no,firefox,4,sports
35507,Female,2,no,noImage,yes,high,no,firefox,4.5,lifestyle
163303,Female,3,no,noImage,yes,medium,yes,firefox,3.8,sports
192712,Female,4,no,noImage,yes,high,no,firefox,4,sports
381153,Male,3,yes,noImage,no,medium,yes,firefox,4,sports
222434,Male,4,no,noImage,no,high,no,firefox,4,sports
34706,Male,2,no,noImage,yes,low,no,edge,4.7,sports
47857,Male,6,no,noImage,no,high,no,firefox,5,entertainment
195216,Female,3,no,noImage,yes,high,no,firefox,1.2,sports
103643,Male,4,no,blurred,no,low,no,firefox,6,entertainment
329426,Male,3,no,noImage,yes,high,no,firefox,4,news
183612,Male,4,yes,noImage,no,high,no,firefox,4,sports
184105,Male,4,yes,noImage,no,high,yes,firefox,4,sports
211385,Male,2,no,noImage,yes,high,yes,edge,3.5,sports
61777,Male,2,no,noImage,yes,high,no,firefox,7,sports
320194,Male,3,yes,noImage,yes,high,yes,firefox,4.8,entertainment
199444,Female,2,no,noImage,yes,low,yes,firefox,1.5,sports
312588,Female,3,no,noImage,yes,high,yes,firefox,4,sports
168675,Male,4,no,noImage,yes,high,no,firefox,5,sports
87556,Male,4,no,noImage,yes,high,no,firefox,4,sports
220421,Female,4,no,noImage,yes,low,yes,firefox,4,business
404599,Female,4,no,noImage,yes,high,no,edge,4,business
99065,Female,4,yes,noImage,maybe,high,yes,firefox,4,sports
109973,Female,6,no,noImage,yes,high,no,firefox,4,news
246652,Female,2,no,noImage,yes,medium,no,firefox,4,sports
57423,Male,3,no,noImage,no,high,yes,firefox,4.8,sports
291248,Male,2,no,noImage,yes,high,no,edge,4,sports
163708,Female,5,no,noImage,yes,high,no,firefox,4,sports
240358,Male,5,no,noImage,no,high,no,firefox,2,entertainment
25955,Male,3,no,noImage,yes,high,yes,opera,4,sports
101593,Male,4,no,noImage,no,medium,yes,firefox,6,sports
227890,Male,3,no,noImage,yes,high,yes,edge,4,entertainment
225053,Male,3,no,noImage,yes,high,no,firefox,4.5,sports
228472,Male,3,yes,noImage,no,high,yes,firefox,4.5,sports
245378,Male,3,no,noImage,no,low,yes,firefox,4.5,sports
156623,Male,5,yes,high,no,high,yes,opera,5,entertainment
35032,Male,3,yes,noImage,no,high,no,firefox,4,sports
258849,Female,3,no,noImage,yes,high,yes,edge,4,sports
190115,Male,5,yes,noImage,no,high,yes,firefox,4,sports
63910,Female,4,no,noImage,yes,high,no,opera,4,sports
510072,Male,4,yes,noImage,no,medium,yes,firefox,5.5,sports
210867,Male,3,no,noImage,yes,medium,yes,firefox,4,sports
263024,Female,2,no,noImage,yes,medium,no,firefox,4,sports
306785,Female,5,no,noImage,yes,high,no,firefox,4,sports
104333,Male,6,no,noImage,yes,medium,no,firefox,5,entertainment
340734,Male,7,no,noImage,no,medium,no,firefox,4,sports
288585,Female,4,no,noImage,maybe,high,no,opera,2,entertainment
241765,Female,4,no,noImage,yes,high,yes,firefox,6,sports
111058,Male,3,no,noImage,yes,low,yes,firefox,4,sports
104662,Female,3,no,noImage,yes,high,no,firefox,2.2,sports
313986,Male,9,no,noImage,yes,high,yes,firefox,4,sports
52037,Female,4,no,noImage,yes,high,no,firefox,4,news
146589,Female,3,no,noImage,yes,high,no,edge,4,lifestyle
131776,Female,3,no,blurred,yes,high,yes,firefox,4,sports
254221,Female,3,no,noImage,yes,high,no,firefox,4,sports
152909,Male,4,yes,noImage,no,low,yes,firefox,4.5,sports
211785,Female,4,no,noImage,yes,high,no,edge,2,entertainment
160362,Male,6,no,noImage,no,medium,no,firefox,6,sports
387215,Male,2,no,noImage,yes,medium,no,firefox,1.6,sports
187046,Male,4,no,blurred,no,medium,no,firefox,3.8,sports
208874,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
169631,Female,3,no,noImage,yes,high,no,firefox,4,sports
202956,Male,5,no,noImage,no,high,no,firefox,4,sports
80467,Female,6,no,noImage,yes,high,no,firefox,2.4,entertainment
407672,Female,3,no,noImage,yes,high,no,firefox,4,sports
243425,Female,4,no,noImage,yes,high,no,firefox,5,sports
174964,Male,5,no,noImage,no,high,yes,firefox,9.9,lifestyle
347491,Male,4,yes,noImage,no,low,yes,firefox,5,sports
146161,Male,3,yes,noImage,no,high,yes,firefox,6,sports
449432,Male,2,no,noImage,yes,high,no,firefox,4,sports
175499,Female,2,no,noImage,yes,high,yes,firefox,3,lifestyle
288825,Male,3,no,noImage,yes,high,no,firefox,8.4,sports
134813,Male,3,no,noImage,yes,high,yes,firefox,5.2,news
190401,Male,3,no,noImage,no,high,yes,firefox,4,news
260617,Male,2,no,noImage,no,high,yes,firefox,3.6,sports
45604,Male,3,no,noImage,no,low,no,firefox,5.4,sports
67841,Male,6,yes,noImage,no,high,no,firefox,4,sports
244522,Male,4,yes,noImage,no,high,yes,firefox,4.8,news
430471,Male,2,no,noImage,yes,high,yes,firefox,4,sports
194698,Male,5,no,noImage,no,high,no,firefox,5,sports
94235,Male,3,no,noImage,yes,high,yes,firefox,4,sports
188330,Male,6,no,noImage,no,high,no,firefox,7.8,sports
146181,Male,5,no,noImage,no,high,yes,edge,4,news
177125,Male,2,no,noImage,yes,high,no,firefox,2,sports
68330,Male,3,no,noImage,no,medium,no,firefox,5,entertainment
95636,Male,5,no,noImage,yes,high,no,firefox,4.5,sports
238329,Female,4,no,noImage,yes,medium,yes,firefox,4.5,sports
416129,Male,5,no,noImage,yes,high,no,firefox,4,sports
285004,Male,2,no,noImage,yes,medium,yes,opera,5,sports
256514,Female,9,no,blurred,yes,high,yes,firefox,1,lifestyle
186294,Female,3,no,noImage,yes,high,no,firefox,5,sports
188786,Male,4,no,noImage,yes,high,no,firefox,4.5,sports
31352,Female,4,yes,noImage,yes,high,no,opera,4,business
197613,Female,2,no,noImage,yes,high,yes,firefox,3,sports
161942,Female,3,no,blurred,yes,high,yes,firefox,4,news
275438,Male,3,yes,low,no,high,no,firefox,4,sports
361721,Male,7,no,noImage,no,high,yes,firefox,2,sports
144968,Male,5,no,noImage,yes,medium,no,firefox,1.5,sports
190539,Male,3,no,low,yes,medium,yes,firefox,4.8,sports
178037,Male,3,no,noImage,no,high,no,firefox,4,sports
306985,Female,5,no,noImage,yes,high,no,firefox,4,sports
87928,Male,5,yes,noImage,no,high,no,firefox,4,sports
242619,Male,4,no,noImage,no,high,no,firefox,4,sports
154165,Female,2,no,noImage,yes,high,yes,firefox,4,sports
511331,Male,3,no,noImage,yes,medium,yes,firefox,3.8,sports
221026,Male,7,no,noImage,no,high,no,firefox,2,news
222182,Male,6,no,noImage,no,low,no,edge,4.5,entertainment
126569,Male,4,yes,high,no,high,yes,firefox,6,entertainment
202344,Female,2,no,noImage,yes,high,yes,firefox,4,sports
190423,Female,2,no,noImage,yes,high,no,firefox,2,sports
238917,Male,2,no,noImage,yes,high,no,firefox,4,sports
221947,Male,4,yes,noImage,no,low,no,firefox,5,sports
37997,Male,4,no,noImage,no,high,no,firefox,5,entertainment
147098,Male,6,yes,noImage,no,high,no,firefox,5,sports
278253,Female,4,no,noImage,yes,high,no,firefox,4.8,sports
195411,Female,2,no,noImage,yes,high,no,edge,4,sports
76196,Male,4,no,noImage,no,low,yes,firefox,5,sports
120131,Male,5,yes,noImage,no,high,no,firefox,4,sports
186014,Female,2,no,noImage,yes,high,no,firefox,1.2,entertainment
205903,Male,3,no,noImage,yes,high,no,firefox,4,sports
125405,Male,4,no,noImage,no,high,no,firefox,4,business
219838,Male,3,no,noImage,yes,high,no,firefox,4,sports
19395,Female,3,no,noImage,yes,high,no,firefox,3.8,business
223327,Male,3,yes,noImage,no,low,no,firefox,4,sports
114062,Female,5,no,noImage,yes,high,no,firefox,4,sports
95654,Female,4,yes,noImage,maybe,high,yes,firefox,5,sports
177305,Male,4,no,noImage,no,high,no,firefox,4.5,sports
299616,Male,7,no,noImage,no,high,no,firefox,4,lifestyle
117681,Male,6,no,noImage,no,high,yes,firefox,4,entertainment
237651,Male,2,no,noImage,yes,high,no,firefox,3.5,sports
150570,Male,3,no,noImage,yes,high,no,firefox,4,business
106705,Female,5,no,blurred,yes,high,no,firefox,5,business
174714,Male,2,no,noImage,yes,high,no,firefox,2,lifestyle
175958,Male,5,no,blurred,yes,medium,yes,firefox,6,entertainment
144064,Male,3,yes,noImage,no,high,yes,firefox,5.5,sports
107112,Male,7,no,noImage,yes,high,no,edge,3,lifestyle
54152,Female,2,no,noImage,yes,high,no,firefox,3,sports
152951,Male,3,no,noImage,yes,high,no,firefox,4,sports
190487,Female,5,no,noImage,yes,high,no,firefox,2.8,sports
306666,Male,3,no,noImage,no,medium,no,edge,4.5,sports
195148,Male,4,no,blurred,yes,high,no,firefox,4,sports
226624,Male,3,no,noImage,no,high,yes,firefox,6,entertainment
157569,Male,5,no,noImage,no,high,no,firefox,4,sports
22966,Male,2,no,noImage,yes,medium,no,firefox,2,business
379682,Female,5,yes,noImage,maybe,high,yes,firefox,2,sports
446559,Female,3,no,noImage,maybe,low,yes,firefox,5,sports
41794,Female,2,no,noImage,yes,high,yes,firefox,2,sports
90409,Male,3,no,noImage,no,low,no,firefox,3.5,news
125491,Female,2,no,noImage,yes,high,no,opera,3.5,sports
129661,Female,3,yes,noImage,maybe,high,yes,opera,4,lifestyle
104748,Male,5,no,noImage,no,medium,yes,firefox,6.5,entertainment
169182,Female,5,no,noImage,yes,high,no,firefox,4.9,news
324655,Male,5,yes,noImage,no,medium,yes,firefox,4,sports
122272,Female,2,no,noImage,yes,high,yes,firefox,4,sports
114798,Female,2,no,noImage,yes,high,yes,firefox,1.8,lifestyle
289707,Male,5,no,noImage,yes,high,no,firefox,4.5,entertainment
137691,Male,5,yes,noImage,no,high,no,firefox,4,news
84610,Male,4,yes,noImage,no,low,yes,firefox,6,sports
166789,Male,5,no,noImage,no,high,no,firefox,4,sports
348728,Female,4,no,noImage,yes,high,yes,firefox,3.5,news
348092,Male,2,no,noImage,yes,high,no,edge,4,sports
154526,Female,6,no,noImage,yes,high,no,firefox,4,sports
288371,Male,7,yes,noImage,no,medium,no,firefox,4,sports
182342,Male,2,no,noImage,yes,high,no,firefox,4,sports
244366,Male,2,no,noImage,yes,high,yes,firefox,4,sports
102423,Male,7,no,noImage,no,high,yes,firefox,3,sports
259688,Male,3,no,noImage,no,high,yes,firefox,5,sports
98733,Female,3,no,noImage,yes,high,no,firefox,2,sports
174856,Male,4,no,blurred,no,high,no,firefox,4,sports
141797,Male,7,no,noImage,no,low,no,firefox,4,entertainment
327202,Male,3,no,noImage,yes,high,no,edge,4,sports
76996,Female,3,no,noImage,yes,high,no,edge,3.8,sports
260560,Male,3,no,noImage,no,high,no,firefox,4,sports
370990,Male,2,no,noImage,yes,medium,no,firefox,4,sports
129010,Male,2,no,noImage,yes,high,no,firefox,1,sports
452640,Male,2,no,noImage,yes,high,no,firefox,4,sports
120796,Male,8,no,noImage,no,high,yes,firefox,4,entertainment
45334,Male,5,no,noImage,no,high,no,opera,7,business
229523,Female,3,no,noImage,maybe,high,no,firefox,5.6,sports
127388,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
395567,Male,2,no,noImage,yes,high,yes,firefox,4,lifestyle
119422,Male,3,no,noImage,no,high,yes,firefox,5,sports
193895,Female,6,no,noImage,yes,low,no,firefox,4,sports
163083,Male,6,yes,high,yes,low,yes,firefox,4.5,sports
155343,Male,3,no,noImage,yes,high,no,firefox,7.2,entertainment
73895,Female,3,no,noImage,yes,high,no,firefox,1,sports
107682,Female,5,no,noImage,yes,high,no,firefox,1,sports
321166,Female,6,no,noImage,yes,medium,yes,firefox,0.5,sports
154940,Female,5,yes,noImage,yes,high,yes,firefox,4.5,news
103700,Female,3,no,noImage,yes,medium,no,firefox,4,sports
63509,Male,4,yes,noImage,no,high,yes,firefox,4.8,sports
243842,Male,2,no,noImage,no,high,no,firefox,4,sports
187221,Female,5,no,noImage,yes,high,no,firefox,2.5,lifestyle
58597,Male,3,no,noImage,yes,high,no,firefox,4.4,sports
190290,Male,4,no,noImage,yes,high,no,firefox,4,entertainment
158352,Female,5,yes,high,yes,high,yes,firefox,3.5,lifestyle
62165,Male,3,no,noImage,yes,medium,no,edge,3,sports
307149,Female,2,no,noImage,yes,high,no,firefox,3.5,lifestyle
280134,Male,2,no,noImage,yes,medium,yes,firefox,4.9,sports
118736,Female,3,no,noImage,yes,high,yes,firefox,2,sports
171114,Female,3,no,noImage,yes,high,no,firefox,4.8,sports
169638,Female,4,no,noImage,yes,medium,no,firefox,3.6,sports
125461,Male,4,yes,noImage,yes,high,no,firefox,4,sports
145434,Male,3,no,noImage,yes,high,yes,firefox,4,sports
152182,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
233724,Male,3,no,noImage,yes,high,no,firefox,3.8,entertainment
153963,Female,3,no,noImage,yes,high,no,firefox,3.5,sports
88120,Male,5,no,noImage,yes,high,no,edge,4,news
96330,Female,4,no,noImage,yes,high,yes,edge,4,sports
66118,Female,4,no,noImage,maybe,high,no,firefox,2.5,news
182178,Male,3,no,blurred,no,high,no,firefox,4,sports
53628,Male,4,no,noImage,yes,low,yes,firefox,3.5,entertainment
174865,Male,5,yes,noImage,no,low,yes,firefox,4.5,sports
66194,Female,3,no,noImage,yes,high,yes,firefox,6,sports
73796,Female,3,no,noImage,yes,low,no,firefox,3,sports
28366,Male,3,no,noImage,yes,high,yes,firefox,4,business
231741,Male,8,no,blurred,no,high,yes,firefox,0.3,entertainment
237865,Male,3,no,noImage,yes,high,yes,edge,4,sports
195453,Male,6,yes,noImage,no,low,no,firefox,5,sports
116934,Female,2,no,noImage,yes,medium,no,firefox,4.5,sports
87867,Male,2,no,noImage,yes,high,no,firefox,3,lifestyle
456399,Male,3,no,noImage,yes,high,yes,firefox,4,sports
263608,Male,4,no,noImage,yes,high,no,firefox,4,sports
263498,Male,2,no,noImage,yes,high,yes,firefox,4,sports
183765,Male,4,no,noImage,no,medium,yes,firefox,4,entertainment
469705,Male,3,no,noImage,yes,high,no,edge,4,business
113253,Female,4,yes,noImage,maybe,high,yes,firefox,5,news
138768,Male,2,no,noImage,yes,high,no,firefox,4,sports
302146,Female,5,no,noImage,yes,high,yes,edge,4,sports
253866,Male,7,no,noImage,no,medium,yes,firefox,3,sports
214858,Male,3,no,noImage,yes,high,no,firefox,4.8,business
243476,Female,4,no,noImage,yes,medium,no,firefox,4,sports
169104,Male,4,no,noImage,yes,high,no,firefox,4,sports
103218,Female,4,no,noImage,yes,high,no,edge,4,sports
57233,Male,4,no,noImage,yes,high,yes,firefox,4,sports
228320,Male,4,yes,noImage,no,medium,no,firefox,4.5,sports
217421,Female,2,no,noImage,yes,high,no,firefox,4,sports
185041,Male,5,yes,noImage,no,high,no,firefox,7.5,sports
37302,Male,3,yes,high,no,high,yes,firefox,7,entertainment
261059,Male,3,no,noImage,yes,high,no,firefox,5,sports
59767,Male,5,no,noImage,yes,medium,no,firefox,5,sports
333541,Male,3,no,noImage,yes,high,no,firefox,2.4,sports
133352,Female,2,no,noImage,yes,high,no,opera,4,sports
99270,Female,4,no,noImage,maybe,high,no,firefox,4,sports
204629,Male,5,yes,noImage,no,low,yes,firefox,4,sports
34104,Male,3,yes,blurred,no,low,no,firefox,5.5,sports
312667,Male,3,yes,high,no,high,yes,firefox,5,sports
329603,Male,5,yes,noImage,no,high,yes,firefox,4,sports
281021,Male,4,no,noImage,yes,high,no,firefox,4.5,sports
275385,Male,2,no,noImage,yes,high,no,firefox,2.5,sports
129177,Female,5,no,noImage,yes,high,no,firefox,4,business
385591,Male,4,yes,noImage,no,low,no,firefox,5,sports
201179,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
38360,Female,7,no,noImage,yes,high,no,firefox,1.6,sports
73796,Female,3,no,noImage,yes,high,yes,firefox,4,news
67671,Male,4,no,noImage,no,high,no,firefox,4,sports
257621,Female,2,no,noImage,yes,medium,yes,firefox,4.5,sports
180052,Male,2,no,noImage,yes,medium,no,firefox,2,sports
656036,Male,6,no,noImage,yes,high,yes,firefox,6,sports
215943,Female,5,no,noImage,yes,high,no,firefox,4,sports
488720,Male,3,no,noImage,no,high,yes,firefox,4,sports
199298,Female,6,no,noImage,yes,high,no,firefox,3,business
305692,Female,3,no,noImage,maybe,medium,no,edge,4,sports
114994,Male,6,no,noImage,no,high,no,firefox,2,sports
88265,Female,5,no,noImage,yes,high,no,firefox,4,sports
168569,Male,6,yes,noImage,no,high,no,firefox,4,sports
175413,Female,3,no,noImage,yes,high,no,edge,4,sports
161226,Male,4,no,noImage,no,high,yes,opera,4,sports
160995,Female,7,no,blurred,yes,high,yes,firefox,2,lifestyle
208598,Male,2,no,noImage,yes,medium,no,firefox,4.5,sports
200471,Male,5,no,noImage,no,high,no,firefox,4,entertainment
256609,Male,3,no,noImage,no,high,no,firefox,4,sports
176684,Female,5,no,noImage,yes,low,yes,firefox,4,sports
206512,Male,3,no,noImage,yes,high,no,firefox,4,sports
212640,Female,3,no,noImage,yes,high,yes,firefox,8.5,sports
148724,Male,5,no,noImage,no,medium,no,edge,4,sports
266510,Male,4,no,noImage,yes,high,no,firefox,4,sports
240252,Male,3,yes,noImage,no,low,yes,firefox,4,news
358975,Female,3,no,noImage,yes,high,no,firefox,3.5,sports
124242,Female,2,no,noImage,yes,high,no,firefox,4,lifestyle
434710,Female,2,no,noImage,yes,medium,no,firefox,1.5,sports
204338,Male,3,no,noImage,yes,high,no,firefox,3,sports
241844,Male,5,no,noImage,no,high,yes,firefox,4,sports
191342,Male,4,no,noImage,no,high,no,opera,4,sports
221947,Male,4,yes,noImage,no,high,no,firefox,5.6,sports
111483,Male,4,no,noImage,yes,high,no,firefox,5,sports
65278,Male,3,yes,noImage,no,medium,no,firefox,4,sports
133403,Male,5,no,noImage,no,high,no,firefox,4,sports
166416,Male,4,no,noImage,no,high,no,firefox,9.9,entertainment
142158,Female,6,no,noImage,yes,high,no,firefox,1.2,lifestyle
221480,Female,2,no,noImage,yes,medium,no,firefox,2.5,sports
189878,Male,4,yes,noImage,no,medium,yes,firefox,4,entertainment
278403,Male,4,yes,noImage,no,high,yes,firefox,8,sports
184710,Male,2,no,noImage,yes,high,no,firefox,2,sports
177775,Female,5,no,noImage,yes,low,no,firefox,4,sports
275943,Male,6,no,noImage,no,high,no,firefox,4,lifestyle
225473,Female,7,no,noImage,yes,high,no,firefox,3.5,entertainment
289403,Male,4,no,noImage,yes,high,yes,edge,3.5,sports
269060,Female,3,no,noImage,yes,high,no,firefox,4,sports
449354,Male,5,no,noImage,no,low,no,firefox,4,sports
214413,Male,3,no,noImage,yes,high,no,firefox,4,sports
80058,Male,3,no,noImage,no,high,no,firefox,4,sports
202027,Male,4,yes,high,yes,low,yes,firefox,5,sports
123440,Male,2,no,noImage,yes,high,no,firefox,4.8,entertainment
191524,Female,4,no,noImage,yes,high,yes,firefox,3.8,sports
308144,Male,3,no,noImage,yes,high,yes,firefox,4,sports
164204,Male,6,no,noImage,no,high,no,firefox,5.3,sports
205100,Male,5,yes,noImage,no,low,yes,firefox,4.8,sports
195750,Male,3,no,noImage,yes,high,no,firefox,2.7,sports
149756,Male,6,yes,noImage,yes,low,yes,firefox,4,sports
240358,Male,5,yes,noImage,no,high,no,firefox,4,news
241174,Male,7,no,noImage,no,low,no,firefox,1.6,entertainment
356838,Male,4,no,noImage,no,high,yes,firefox,5,sports
115705,Male,3,no,noImage,yes,low,no,firefox,5,entertainment
137142,Male,4,no,noImage,no,medium,no,firefox,4,news
296066,Male,5,no,noImage,no,high,no,firefox,4,sports
401335,Female,2,no,noImage,yes,high,no,edge,3,sports
182771,Male,3,no,noImage,yes,high,yes,opera,8,lifestyle
186824,Male,3,yes,high,no,high,yes,firefox,4,entertainment
162187,Male,5,yes,noImage,no,high,yes,firefox,4,business
98010,Female,3,no,noImage,yes,high,no,firefox,4,sports
172538,Male,4,yes,noImage,no,high,no,firefox,5.2,sports
80163,Female,2,no,noImage,yes,medium,no,firefox,2,sports
43959,Male,3,yes,high,no,high,yes,firefox,5,news
162632,Male,5,yes,high,no,high,no,firefox,6,sports
115422,Male,6,no,noImage,no,low,no,firefox,3.5,entertainment
100933,Female,5,no,noImage,yes,high,no,firefox,4,sports
270379,Female,3,no,noImage,yes,low,no,edge,4,sports
20109,Female,4,no,noImage,yes,high,no,opera,8.4,sports
114758,Male,5,yes,high,no,low,yes,firefox,6.5,sports
100345,Male,2,no,noImage,yes,high,no,firefox,3.5,sports
184901,Male,3,yes,noImage,no,high,no,firefox,4,sports
87239,Male,3,no,noImage,yes,high,no,firefox,5,sports
127363,Female,6,no,noImage,maybe,high,no,firefox,1.2,sports
199720,Male,5,yes,high,no,high,yes,firefox,6,business
143058,Male,4,no,noImage,no,high,yes,firefox,5,sports
36489,Male,5,no,noImage,yes,low,no,firefox,4,business
141698,Male,2,no,noImage,yes,high,no,firefox,4,sports
26358,Female,4,no,noImage,yes,high,yes,firefox,4,business
195532,Female,2,yes,high,yes,high,yes,firefox,4,sports
30039,Male,2,no,noImage,yes,high,no,firefox,4,sports
125159,Male,3,no,noImage,no,high,yes,edge,4,sports
246250,Female,2,no,noImage,yes,high,no,firefox,4,sports
77370,Male,4,no,noImage,no,high,no,firefox,4,business
355569,Female,3,no,noImage,yes,low,yes,firefox,5,sports
180603,Male,3,yes,noImage,no,medium,yes,firefox,4,sports
201785,Male,4,yes,noImage,no,medium,yes,firefox,5,sports
256211,Male,3,no,noImage,no,high,no,opera,4,sports
146764,Female,3,yes,noImage,maybe,low,no,firefox,4,sports
211968,Female,2,no,noImage,yes,high,no,firefox,4,lifestyle
200515,Male,3,no,noImage,no,high,no,firefox,3.8,sports
52636,Male,3,no,noImage,no,high,no,firefox,4,sports
27049,Female,2,no,noImage,yes,low,no,firefox,2,sports
111128,Male,4,no,noImage,yes,high,yes,firefox,4,sports
348038,Male,3,yes,noImage,no,high,yes,firefox,5,entertainment
93930,Male,3,no,noImage,yes,high,no,firefox,5,sports
397831,Male,7,no,noImage,no,low,no,firefox,4,sports
33794,Male,5,no,noImage,no,high,no,firefox,1,sports
178215,Female,5,yes,noImage,maybe,high,yes,firefox,4,sports
191910,Male,2,no,noImage,yes,medium,yes,firefox,2,news
340110,Male,4,yes,noImage,no,low,yes,firefox,7,sports
133694,Male,5,yes,noImage,yes,low,yes,edge,4,entertainment
148398,Female,5,no,noImage,yes,high,no,edge,4,sports
133515,Female,2,no,noImage,yes,medium,no,firefox,4,sports
181667,Male,3,no,blurred,no,high,no,firefox,4.6,sports
159715,Male,6,no,noImage,no,high,no,firefox,2,sports
174040,Male,5,no,noImage,yes,high,no,edge,4,business
117700,Female,5,no,noImage,yes,high,no,firefox,4,sports
37215,Male,3,no,noImage,no,high,no,firefox,5.5,sports
46807,Male,3,yes,high,no,high,no,firefox,4,entertainment
317360,Female,5,yes,noImage,maybe,high,yes,firefox,2,entertainment
425627,Male,3,no,noImage,yes,high,no,firefox,4,sports
82623,Male,3,no,noImage,no,high,no,firefox,2,sports
